"Bratislavský kraj","Trnavský kraj","Trenčiansky kraj","Nitriansky kraj","Žilinský kraj","Banskobystrický kraj","Prešovský kraj","Košický kraj","Zahraničie","Váha"
0.2857142857142857,0.6071428571428571,0.6428571428571428,0.8214285714285714,0.7499999999999999,1.464285714285714,1.7499999999999998,1.714285714285714,0.1785714285714286,0.011191047162270184
0.9803921568627451,0.696078431372549,1.091503267973856,0.9117647058823529,1.0555555555555556,1.0588235294117647,1.156862745098039,1.0032679738562091,0.21895424836601307,0.1223021582733813
1.9710610932475885,0.860128617363344,0.9067524115755626,0.7958199356913184,0.8987138263665595,0.8794212218649518,0.6559485530546624,0.8344051446945339,1.4067524115755627,0.24860111910471622
0.779126213592233,0.8944174757281553,1.191747572815534,1.0048543689320388,1.0339805825242718,1.1225728155339805,1.0182038834951457,1.0145631067961165,0.1771844660194175,0.3293365307753797
0.6666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1,1.1666666666666667,1,1.1666666666666667,0.33333333333333337,0.002398081534772182
1.590987868284229,0.8093587521663779,0.7885615251299827,0.7487001733102254,0.8180242634315424,0.8405545927209706,1.0658578856152514,1.1282495667244368,4.69844020797227,0.23061550759392485
0.43750000000000006,0.65625,0.9062499999999999,0.8750000000000001,0.96875,1.03125,1.25,1.8437499999999998,0.5625,0.012789768185451638
0.620253164556962,0.6930379746835442,1.25,0.9462025316455697,1.4968354430379747,0.9810126582278481,1.1677215189873418,0.8386075949367088,0.11392405063291133,0.12629896083133493
1,0.7857142857142857,1.4285714285714286,0.7857142857142857,1.0714285714285714,0.9285714285714285,0.857142857142857,1.2142857142857142,1.2857142857142856,0.005595523581135092
1.0519584332533973,1.1223021582733812,0.9580335731414867,0.9204636290967226,0.9968025579536371,0.8665067945643485,1.0243804956035172,1.050359712230216,0.5639488409272582,1
2.045977011494253,0.8591954022988506,0.9439655172413793,0.7413793103448276,0.8649425287356322,0.9008620689655172,0.6278735632183908,0.7844827586206896,4.7844827586206895,0.27817745803357313
1,2,1.4285714285714286,0.857142857142857,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.7142857142857143,0.002797761790567546
1,0.6666666666666667,1,0.6666666666666667,1,1.3333333333333335,1,1,0,0.001199040767386091
0.90752688172043,0.6623655913978495,0.8279569892473118,0.5870967741935483,1.4193548387096773,0.6516129032258063,1.7999999999999996,0.9483870967741935,0.6064516129032257,0.18585131894484413
1,1,1,1,1,1.5,1.5,1,1,7.993605115907274e-4
0.8634812286689418,0.7508532423208192,1.2013651877133105,0.7815699658703071,1.197952218430034,0.9078498293515358,1.197952218430034,1.0546075085324231,0.6928327645051193,0.11710631494804158
0.49756097560975615,2.35609756097561,0.09268292682926826,2.1707317073170733,0.07804878048780484,1.580487804878049,0.3414634146341464,1.3268292682926832,0.17560975609756102,0.08193445243804956
0.6582832148715144,0.797156916347731,1.2815746309458722,0.9710224166211046,1.125205030071077,1.1159103335155824,1.1476216511755057,0.9589939857845817,0.12957900492072172,0.7310151878497202
0.5454545454545454,0.7272727272727273,1,0.9090909090909092,0.7272727272727273,1.7272727272727273,1.0909090909090908,1.4545454545454546,0,0.004396482813749001
1,0.8333333333333334,1.3333333333333335,1,1.1666666666666667,1,0.8333333333333334,0.8333333333333334,0.33333333333333337,0.002398081534772182
0.2205128205128205,2.933333333333333,0.00512820512820511,3.1564102564102567,0.007692307692307665,1.0538461538461539,0.01025641025641022,1.1948717948717948,0.20769230769230773,0.15587529976019185
0.75,0.75,1.7500000000000002,0.75,1,1.25,1,0.75,0.5,0.0015987210231814548
0.5796737766624843,0.8268506900878294,1.1580928481806776,0.9234629861982435,1.21831869510665,1.3324968632371392,1.066499372647428,0.973651191969887,0.5671267252195734,0.31854516386890486
1.0181818181818183,0.8727272727272726,1.2,0.9090909090909091,0.9818181818181818,1.0545454545454545,0.9454545454545454,0.9818181818181818,1.2181818181818183,0.021982414068745005
