"Bratislava I","Bratislava II","Bratislava III","Bratislava IV","Bratislava V","Malacky","Pezinok","Senec","Dunajská Streda","Galanta","Piešťany","Senica","Skalica","Hlohovec","Trnava","Bánovce nad Bebravou","Myjava","Nové Mesto nad Váhom","Považská Bystrica","Púchov","Partizánske","Prievidza","Ilava","Trenčín","Komárno","Levice","Nitra","Zlaté Moravce","Nové Zámky","Šaľa","Topoľčany","Čadca","Dolný Kubín","Liptovský Mikuláš","Martin","Turčianske Teplice","Námestovo","Tvrdošín","Ružomberok","Bytča","Kysucké Nové Mesto","Žilina","Banská Bystrica","Brezno","Lučenec","Poltár","Revúca","Rimavská Sobota","Veľký Krtíš","Detva","Krupina","Zvolen","Banská Štiavnica","Žarnovica","Žiar nad Hronom","Bardejov","Humenné","Medzilaborce","Snina","Kežmarok","Levoča","Poprad","Prešov","Sabinov","Stará Ľubovňa","Stropkov","Svidník","Vranov nad Topľou","Košice I","Košice II","Košice III","Košice IV","Košice - okolie","Michalovce","Sobrance","Rožňava","Gelnica","Spišská Nová Ves","Trebišov","Zahraničie"
0.17857142857142858,0.21428571428571425,0.10714285714285712,0.17857142857142858,0.25,0.7499999999999999,0.46428571428571425,0.35714285714285715,0.4285714285714285,0.7499999999999999,0.5357142857142857,0.7499999999999999,0.5714285714285714,0.8214285714285714,0.5,0.7857142857142857,0.7142857142857143,0.8928571428571428,0.6428571428571428,0.5714285714285714,0.5357142857142857,0.6785714285714285,0.6785714285714285,0.5,0.8214285714285714,1.0714285714285714,0.6785714285714285,0.8928571428571428,0.857142857142857,0.8928571428571428,0.7857142857142857,0.7499999999999999,0.9285714285714285,0.7142857142857143,0.5714285714285714,1.2142857142857142,1.0357142857142856,0.6428571428571428,0.8928571428571428,0.7142857142857143,0.7499999999999999,0.6071428571428571,0.7499999999999999,1.607142857142857,1.607142857142857,1.9285714285714286,3.642857142857143,3.1071428571428568,2.142857142857143,0.46428571428571425,2,0.6785714285714285,1.1785714285714286,0.9285714285714285,0.8928571428571428,2.571428571428571,0.9642857142857143,3.714285714285714,1.0357142857142856,2.9999999999999996,1.357142857142857,1.2857142857142856,1.3214285714285714,2.071428571428571,2.392857142857143,2.392857142857143,1.357142857142857,1.8214285714285714,0.35714285714285715,0.5357142857142857,0.2857142857142857,0.4285714285714285,2.142857142857143,1.8928571428571428,2.1071428571428568,2.1071428571428568,4.035714285714285,2.214285714285714,3.035714285714285,0.17857142857142858
0.6862745098039216,1.0196078431372548,1.2516339869281046,1.0588235294117647,0.9052287581699346,0.9575163398692811,1.0359477124183005,0.8496732026143791,0.2549019607843137,0.5751633986928104,0.9379084967320261,0.9738562091503268,0.7287581699346405,0.977124183006536,0.8071895424836601,0.9901960784313725,1.3071895424836601,0.9281045751633986,1.0130718954248366,1.0392156862745099,1.218954248366013,1.2026143790849673,1.1013071895424837,1.042483660130719,0.3954248366013072,0.7843137254901961,1.0490196078431373,1.1241830065359477,1.0392156862745099,0.8366013071895425,1.0522875816993464,1.15359477124183,0.9215686274509803,1.1830065359477124,1.1045751633986927,1.303921568627451,0.6568627450980391,0.8104575163398693,0.9542483660130718,1.1111111111111112,1.1339869281045751,1.1372549019607843,1.0980392156862744,1.2581699346405228,0.8725490196078431,1.0751633986928104,0.7516339869281045,0.7516339869281045,0.7745098039215687,1.0261437908496733,1.1241830065359477,1.2516339869281046,1.0490196078431373,1.2418300653594772,1.3725490196078431,1.1764705882352942,1.1830065359477124,1.3725490196078431,1.4640522875816995,1.0947712418300655,0.8202614379084966,1.3627450980392157,1.0784313725490196,1.0359477124183005,1.238562091503268,1.0032679738562091,1.287581699346405,1.0457516339869282,0.8856209150326797,0.9705882352941176,1.303921568627451,1.0065359477124183,0.9575163398692811,1.1111111111111112,1.2320261437908497,0.9215686274509803,1.022875816993464,1.0392156862745099,0.9150326797385621,0.21895424836601307
2.4163987138263665,2.2090032154340835,2.2363344051446945,2.1334405144694535,2.0160771704180065,1.2958199356913185,1.482315112540193,1.7990353697749195,0.47427652733118975,0.8054662379421221,1.1061093247588425,0.8729903536977491,1.0337620578778135,0.8118971061093248,1.0466237942122187,0.6720257234726688,1.17524115755627,0.9646302250803859,0.8344051446945339,0.7604501607717042,0.8135048231511254,0.8826366559485531,0.8553054662379422,1.0707395498392283,0.4533762057877813,0.752411575562701,1.112540192926045,0.7443729903536977,0.6511254019292605,0.932475884244373,0.6913183279742765,0.5836012861736335,1.0353697749196142,1.112540192926045,1.032154340836013,0.7282958199356914,0.41800643086816724,0.6639871382636656,0.8488745980707396,0.6109324758842444,0.639871382636656,1.2090032154340835,1.3569131832797428,0.8520900321543409,0.707395498392283,0.4533762057877813,0.4035369774919614,0.4694533762057878,0.5852090032154341,0.6688102893890676,0.860128617363344,1.1704180064308682,0.8102893890675241,0.7427652733118971,0.9983922829581994,0.5980707395498392,0.5578778135048232,0.4790996784565917,0.43086816720257237,0.567524115755627,0.47749196141479106,1.0016077170418007,0.819935691318328,0.5032154340836013,0.5466237942122186,0.6012861736334406,0.5064308681672026,0.4019292604501608,1.5241157556270097,1.3360128617363345,1.1511254019292605,1.2556270096463023,0.7122186495176849,0.5385852090032155,0.3665594855305466,0.5996784565916399,0.4967845659163987,0.6639871382636656,0.3987138263665595,1.4067524115755627
0.4162621359223301,0.691747572815534,0.5837378640776698,0.6881067961165048,0.8337378640776699,1.162621359223301,0.9162621359223301,0.9065533980582524,0.4441747572815534,0.9684466019417476,0.9987864077669903,1.1444174757281553,0.9939320388349514,1.1771844660194173,0.9356796116504854,1.3640776699029127,1.0898058252427185,1.220873786407767,1.1116504854368932,1.154126213592233,1.328883495145631,1.2342233009708738,1.2148058252427183,1.0898058252427185,0.4453883495145631,1.0643203883495145,1.1092233009708738,1.2742718446601942,0.9538834951456311,0.9660194174757282,1.2487864077669901,1.0752427184466018,0.8288834951456311,1.20873786407767,1.1092233009708738,1.1638349514563107,0.8288834951456311,0.8495145631067961,1.1274271844660193,1.137135922330097,1.1383495145631068,0.9684466019417476,1.125,1.241504854368932,0.9842233009708737,1.2597087378640777,0.7936893203883495,0.8422330097087379,0.8288834951456311,1.4029126213592233,1.1699029126213594,1.2281553398058251,1.2669902912621358,1.203883495145631,1.4405339805825241,1.0703883495145632,1.1808252427184467,0.6723300970873787,1.2378640776699028,0.8859223300970873,1.0667475728155338,0.9004854368932038,1.049757281553398,1.0351941747572815,0.8203883495145631,0.9720873786407767,0.9902912621359223,1.1201456310679612,0.9223300970873786,1.0339805825242718,1.1893203883495147,1.0315533980582523,1.125,0.9550970873786407,1.2487864077669901,0.7196601941747572,1.1771844660194173,1.0764563106796114,0.9271844660194174,0.17718446601941748
0.33333333333333337,0.5,0.5,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666667,0.6666666666666667,0.16666666666666669,0.6666666666666667,1.1666666666666667,0.8333333333333334,0.6666666666666667,4.833333333333333,1.3333333333333335,1.6666666666666667,0.8333333333333334,1.3333333333333335,1.3333333333333335,1,0.8333333333333334,1.5,1.1666666666666667,0.8333333333333334,0.33333333333333337,1,1.8333333333333335,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1,2.5,2.666666666666667,0.6666666666666667,0.8333333333333334,0.5,1,1,0.6666666666666667,0.8333333333333334,2,0.5,3.3333333333333335,2.166666666666667,2.5,1.5,1,1,0.6666666666666667,0.5,0.6666666666666667,0.6666666666666667,0.8333333333333334,1.1666666666666667,1.6666666666666667,1,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.8333333333333334,1.1666666666666667,0.5,4.333333333333334,1.5,1.5,0.8333333333333334,0.5,0.5,0.33333333333333337,0.6666666666666667,1,1.1666666666666667,1,1.1666666666666667,1.3333333333333335,3.666666666666667,0.33333333333333337
2.195840554592721,1.6724436741767765,1.7902946273830158,1.7729636048526864,1.5615251299826691,1.1334488734835355,1.2876949740034662,1.3743500866551126,0.7001733102253034,0.708838821490468,0.9982668977469671,0.8717504332755633,1.1161178509532064,0.707105719237435,0.7798960138648181,0.6031195840554593,0.8942807625649914,0.8266897746967071,0.734835355285962,0.707105719237435,0.5927209705372617,0.7435008665511266,0.6776429809358753,1.0363951473136916,0.6204506065857887,0.8474870017331022,0.8994800693240903,0.5892547660311959,0.6655112651646448,0.9237435008665512,0.5303292894280763,0.4211438474870018,1,1.0537261698440208,0.979202772963605,0.7001733102253034,0.6949740034662045,0.6551126516464472,0.9254766031195841,0.5285961871750433,0.45407279029462744,0.9480069324090121,1.1837088388214905,0.8024263431542461,0.9289428076256501,0.5909878682842289,0.7279029462738302,0.5459272097053727,0.6499133448873484,0.5892547660311959,0.6221837088388215,1.0103986135181977,0.8249566724436742,0.6204506065857887,0.7833622183708838,0.8388214904679376,0.8318890814558059,0.804159445407279,0.5493934142114385,1.3483535528596189,1.2149046793760832,1.8700173310225303,1.2131715771230505,0.7227036395147314,0.8197573656845756,0.6533795493934142,0.5511265164644715,0.5823223570190641,1.7573656845753902,1.689774696707106,1.4991334488734838,1.6464471403812826,0.9774696707105719,0.734835355285962,0.5545927209705374,0.8994800693240903,0.7764298093587523,1.0086655112651648,0.7279029462738302,4.69844020797227
0.1875,0.375,0.3125,0.43750000000000006,0.53125,0.75,0.5625,0.40625,0.46875,0.625,0.75,0.75,0.75,0.65625,0.78125,1,1.6875,0.9062499999999999,1.03125,1.125,0.6875,0.8750000000000001,0.6875,0.78125,1.4375,0.9062499999999999,0.71875,0.8750000000000001,0.625,0.78125,0.96875,0.84375,1.21875,1.25,0.84375,1.0625,1.03125,1.875,1.09375,0.8125,0.46875,0.71875,0.75,1.875,1,1.28125,0.6875,0.9375,0.8125,0.9375,0.96875,0.9375,1.7812499999999998,1.03125,1.1875,1.03125,1.71875,0.5,2.34375,0.9375,1.21875,0.96875,1.15625,1.90625,1.03125,1.21875,1.4687499999999998,1.0625,1,1.25,1.40625,1.34375,4.03125,1.90625,2,1.125,2.65625,1.09375,1.34375,0.5625
0.49683544303797467,0.5791139240506329,0.620253164556962,0.6360759493670886,0.6297468354430379,0.6455696202531646,0.7974683544303797,0.5632911392405063,0.14873417721518986,0.5949367088607594,0.9113924050632911,0.810126582278481,0.9620253164556962,1.1645569620253164,0.8037974683544303,1.4430379746835442,0.9493670886075949,0.9272151898734178,1.7183544303797467,1.35126582278481,1.2531645569620253,1.1772151898734178,1.3132911392405064,1.1835443037974684,0.2848101265822785,0.7816455696202532,1.0126582278481013,1.6993670886075949,0.8797468354430379,0.6360759493670886,1.6234177215189873,1.490506329113924,1.0411392405063291,1.4715189873417722,1.2563291139240507,1.370253164556962,1.6234177215189873,2.1803797468354427,1.3639240506329111,1.7753164556962024,2.1107594936708858,1.4525316455696202,0.7816455696202532,1.0822784810126582,0.7974683544303797,1.6930379746835442,1.3069620253164556,0.7626582278481012,0.8132911392405062,1.379746835443038,1.110759493670886,0.9873417721518988,1.0158227848101264,1.1075949367088607,1.0949367088607593,1.1234177215189873,1.4525316455696202,1.6265822784810124,1.5506329113924051,0.930379746835443,1.0126582278481013,0.8164556962025317,0.990506329113924,1.1582278481012658,1.4620253164556962,1.6392405063291138,2.041139240506329,1.3164556962025316,0.5886075949367089,0.5917721518987342,0.7151898734177214,0.6297468354430379,0.6930379746835442,1.1740506329113924,1.6930379746835442,1.0126582278481013,1.1487341772151898,1.0379746835443038,0.6867088607594937,0.11392405063291139
0.857142857142857,1,1.0714285714285714,0.857142857142857,1,1.0714285714285714,0.857142857142857,1,0.2857142857142857,0.6428571428571428,0.6428571428571428,1,0.4285714285714285,0.7857142857142857,1.357142857142857,0.7857142857142857,3.2857142857142856,0.9285714285714285,0.9285714285714285,2.357142857142857,0.9285714285714285,1.4999999999999998,1.0714285714285714,1.7857142857142856,0.7142857142857143,0.7857142857142857,0.857142857142857,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.9285714285714285,0.6428571428571428,0.7857142857142857,1.5714285714285714,1.2857142857142856,1.714285714285714,1,0.7857142857142857,2.4999999999999996,0.9285714285714285,0.4285714285714285,0.7857142857142857,1.4285714285714286,1,0.7857142857142857,0.7142857142857143,0.857142857142857,0.6428571428571428,0.5,1.0714285714285714,0.857142857142857,0.857142857142857,0.6428571428571428,0.5714285714285714,0.7857142857142857,1.1428571428571428,0.35714285714285715,0.5714285714285714,0.9285714285714285,1.2142857142857142,0.7142857142857143,0.7857142857142857,0.857142857142857,0.857142857142857,0.5,1.9285714285714286,1.6428571428571428,0.7142857142857143,1.2857142857142856,1.2857142857142856,0.35714285714285715,0.7857142857142857,0.7857142857142857,0.6428571428571428,1.2142857142857142,0.857142857142857,1.714285714285714,3.142857142857143,0.9285714285714285,1.2857142857142856
0.7565947242206235,1.0071942446043165,0.9368505195843326,0.9616306954436451,1.0443645083932853,1.2809752198241406,1.193445243804956,1.20863309352518,0.6442845723421263,1.0775379696243006,1.1227018385291767,1.283772981614708,1.5463629096722622,1.0495603517186252,1.3593125499600318,0.872501998401279,1.1063149480415668,1.099920063948841,0.8161470823341328,0.9220623501199041,0.8912869704236611,0.924060751398881,0.8880895283772982,1.0639488409272582,0.7038369304556354,1.0007993605115908,1.0051958433253396,0.8741007194244604,0.9036770583533174,1.0303756994404476,0.8349320543565149,0.7509992006394884,1.1882494004796162,0.9540367705835332,1.026378896882494,0.9344524380495604,1.102318145483613,1.174660271782574,1.1007194244604317,0.8756994404476419,0.7585931254996003,1.0355715427657874,0.9356514788169464,0.882494004796163,0.9488409272581934,0.7557953637090328,0.8341326938449242,0.6778577138289369,0.8133493205435652,0.7809752198241406,0.8808952837729815,0.924060751398881,0.8776978417266188,0.8733013589128698,0.8904876099120704,1.0403677058353318,0.8940847322142287,0.6099120703437251,0.7166266986410871,1.1774580335731415,1.0935251798561152,1.084732214228617,1.1758593125499601,1.0567545963229417,0.9396482813749002,0.7957633892885692,0.7837729816147082,0.8709032773780975,1.1151079136690647,1.1562749800159873,1.1390887290167866,1.1147082334132694,1.1738609112709832,0.9456434852118305,0.7218225419664268,0.9848121502797762,0.8888888888888888,1.062749800159872,0.919664268585132,0.5639488409272582
